id,name,action_order,action_delay,action_playspeed,creation_order,creation_delay,creation_afterdeath,sound_order,sound_delay,effect_order,effect_delay,effect_duration,stop_time_speed,stop_time_delay,stop_time_duration,move_order,move_delay,summon_order,summon_delay,voice_order,voice_delay,scene_order,scene_play_speed,scene_delay,scene_transition,avg_order,avg_delay,bgm_order,bgm_delay,camera_order,camera_delay,camera_duration
2212,PA15-香槟怪盗特效,1,0,100,1830|20022,2|0,,,,1,0,1,,,,,,,,,,,,,,,,,,,,
2213,索米-幸福使命标记,,,,20024,0,,,,,,,,,,,,,,,,,,,,,,,,,,
2214,PA15-香槟怪盗标记,,,,20027,0,,,,,,,,,,,,,,,,,,,,,,,,,,
2215,PA15-香槟怪盗替身,,,,,,,,,,,,,,,,,78701,0,,,,,,,,,,,,,
2216,DP-12-雾叙十字星换弹减伤,3,0,100,2811|2812|2814|20028,0|0|0|0,,,,,,,,,,,,,,,,,,,,,,,,,,
2217,DP-12-雾叙十字星换弹减伤M1,3,0,100,2811|2812|2814|20028|9004,0|0|0|0|0,,,,,,,,,,,,,,,,,,,,,,,,,,
2218,ZB-26-暗蔷摇曳标记,,,,20029,0,,,,,,,,,,,,,,,,,,,,,,,,,,
2609,魂竞争者普攻,1,0,100,182001|102,2|2,,,,,,,,,,,,,,,,,,,,,,,,,,
2610,魂起源弹,1,30,150,1817|1818,30|28,,,,,,,,,,,,,,,,,,,,,,,,,,
2611,起源弹菌毯,0,-1,100,921|922|923|1816|1816,0|0|0|0|0,,,,,,,,,,,,,,,,,,,,,,,,,,
2612,SPAS12魂特效普攻,1,0,100,1814|30,0|0,,satk_spas12_goblinhunter,0,,,,,,,,,,,,,,,,,,,,,,,
2613,SPAS12魂特效,,,,1813|1813,0|0,,skill_spas12_goblinhunter_cast,0,1,0,1,,,,,,,,,,,,,,,,,,,,
2614,px4八黑特效,,,,2196|1716,0|0,,,,1,0,1,,,,,,,,,,,,,,,,,,,,
2616,护盾叠加立场,,,,1798,0,,,,1,0,1,,,,,,,,,,,,,,,,,,,,
2619,黑石姬first,,,,1854,0,,,,,,,,,,,,,,,,,,,,,,,,,,
2620,黑石姬second,,,,1855,0,,,,,,,,,,,,,,,,,,,,,,,,,,
2621,黑石姬咲,,,,1856,0,,,,,,,,,,,,,,,,,,,,,,,,,,
2622,黑石姬普攻,1,0,100,1857|1864|139|139|1858|1858|1858|1858|1864|1864,0|0|0|5|2|4|6|8|2|6,,,,,,,,,,,,,,,,,,,,,,,,,,
2623,K2八黑特效,,,,1878,0,,,,1,0,1,,,,,,,,,,,,,,,,,,,,
2624,HK416皮肤,s,0,170,2321|2323|2324,31|20|27,,skill_hk416_19child_throw,0,1,0,1,,,,,,,,,,,,,,,,,,,,
2626,HK416改造皮肤皮肤,s,0,170,232101|2323|2324,31|20|27,,skill_hk416_19child_throw,0,,,,,,,,,,,,,,,,,,,,,,,
3000,神枪彩蛋-召唤匀速2s-单d,,,,3055,0,,,,,,,,,,,,1086,30,,,,,,,,,,,,,
3001,神枪彩蛋-召唤匀速2s-b|c,,,,3053|3054|299129,0|0|0,,,,,,,,,,,,1082|1084,30|60,,,,,,,,,,,,,
3002,神枪彩蛋-召唤匀速2s-c|d,,,,3054|3055|299129,0|0|0,,,,,,,,,,,,1084|1086,30|60,,,,,,,,,,,,,
3003,神枪彩蛋-召唤匀速2s-d|a,,,,299129|3055|3052,0|0|0,,,,,,,,,,,,1086|1080,30|60,,,,,,,,,,,,,
3004,神枪彩蛋-召唤匀速2s-b|c|d,,,,3053|3054|3055|299129,0|0|0|0,,,,,,,,,,,,1082|1084|1086,30|45|60,,,,,,,,,,,,,
3005,神枪彩蛋-召唤变速-b,,,,3053,0,,,,,,,,,,,,1092,30,,,,,,,,,,,,,
3006,神枪彩蛋-召唤变速-b|c,,,,3053|3054|299129,0|0|0,,,,,,,,,,,,1092|1093,30|60,,,,,,,,,,,,,
3007,神枪彩蛋-召唤变速-c|d,,,,3054|3055|299129,0|0|0,,,,,,,,,,,,1093|1094,30|60,,,,,,,,,,,,,
3008,神枪彩蛋-召唤变速-d|c|b|a,,,,3052|3053|3054|3055|299129,0|0|0|0|0,,,,,,,,,,,,1094|1093|1092|1091,30|40|50|60,,,,,,,,,,,,,
3009,神枪彩蛋-召唤匀速2s-护盾-b,,,,3053,0,,,,,,,,,,,,1096,30,,,,,,,,,,,,,
3010,神枪彩蛋-召唤变速2s-护盾-c,,,,3054,0,,,,,,,,,,,,1097,30,,,,,,,,,,,,,
3011,神枪彩蛋-召唤匀速2s-护盾-b+变速2s-护盾-c,,,,3053|3054|299129,0|0|0,,,,,,,,,,,,1096|1097,30|60,,,,,,,,,,,,,
3012,神枪-子弹时间,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3013,子弹时间召唤,,,,,,,,,,,,70,0,90,,,1095,30,,,,,,,,,,,,,
3014,阶段提示1,,,,3045,0,,,,,,,,,,,,,,,,,,,,,,,,,,
3015,神枪彩蛋-召唤匀速1s-b,,,,3053,0,,,,,,,,,,,,1088,30,,,,,,,,,,,,,
3016,神枪彩蛋-召唤匀速1s-d,,,,3055,0,,,,,,,,,,,,1090,30,,,,,,,,,,,,,
3017,神枪彩蛋-召唤匀速1s-c|d,,,,3054|3055|299129,0|0|0,,,,,,,,,,,,1089|1090,30|45,,,,,,,,,,,,,
3018,神枪彩蛋-召唤匀速1s-护盾,,,,3055,0,,,,,,,,,,,,1098,30,,,,,,,,,,,,,
3019,阶段提示2,,,,3046,0,,,,,,,,,,,,,,,,,,,,,,,,,,
3020,阶段提示3,,,,3047,0,,,,,,,,,,,,,,,,,,,,,,,,,,
3021,阶段提示4,,,,3048,0,,,,,,,,,,,,,,,,,,,,,,,,,,
3022,阶段提示5,,,,3049,0,,,,,,,,,,,,,,,,,,,,,,,,,,
3023,神枪彩蛋-随机a|b|c|d,,,,3052|3053|3054|3055|299129,0|0|0|0|0,,,,,,,,,,,,1099|1100|1101|1102,30|30|30|30,,,,,,,,,,,,,
3024,神枪彩蛋-随机效果,,,,299113,0,,,,,,,,,,,,,,,,,,,,,,,,,,
3025,神枪彩蛋-变速1s,,,,,,,,,,,,,,,772|773,0|15,,,,,,,,,,,,,,,
3026,神枪彩蛋-4变速1s,,,,,,,,,,,,,,,774|775,0|15,,,,,,,,,,,,,,,
3027,胜利-HE,,,,3050|3061|3062,0|5|0,,,,,,,,,,,,,,,,,,,,,,,,,,
3028,胜利-NE,,,,3051|3061|3062,0|5|0,,,,,,,,,,,,,,,,,,,,,,,,,,
3030,神枪教学,,,,,,,,,,,,,,,,,,,,,,,,,-38-specialbattletips,10,,,,,
3031,vsk额外攻击次数,1|1,0|5,100|100,3063|21|139|10302|21|139,0|0|0|5|5|5,,,,,,,,,,,,,,,,,,,,,,,,,,
3032,贯通射击,1,30,100,3057|3058|92|5277,30|30|30|0,,,,1|12,0|0,1|30,,,,,,,,,,,,,,,,,,,,
3033,灰熊羁绊,,,,3059|3321|3322|3323|3324|3320,0|0|0|0|0,,,,1|12,0|0,1|30,,,,,,,,,,,,,,,,,,,,
3034,M82羁绊站位,,,,3005|3011,0|0,,,,12,0,30,,,,,,,,,,,,,,,,,,,,
3035,vsk步枪普攻,1,0,100,3063|21|139,0|0|0,,,,,,,,,,,,,,,,,,,,,,,,,,
3036,计量官普攻,1,0,100,3064|3064|3064|3064|35|35|35|35,0|3|7|10|0|3|7|10,,,,,,,,,,,,,,,,,,,,,,,,,,
3037,辉之牙,103|102,60|178,100|100,404|405|406|407|408|434|433|432|431|430|430|431|432|433|434|435,176|0|0|0|70|262|262|262|262|262|286|286|286|286|286|105,,BT_BOSS_skill|BT_boss8_skill_1|BT_boss8_skill_2|BT_boss8_skill_3|BossGager_SKILL1,65|137|208|266|0,3(GAGER;번뜩이는 송곳니;QUANTUM STING;GAGER)|6(self:6)|5|7(redshine)|7(redshine),95|180|173|85,40|135|128|10,0|0,85|181,80|125,,,,,,,,,,,,,,,,,
3038,计量官近战,newatk,0,100,3067|3094,17|15,,BT_Whiteboss_Atk,17,,,,,,,779,6,,,,,,,,,,,,,,,
3039,计量官后蹦,back,0,100,,,,,,,,,,,,776,5,,,,,,,,,,,,,,,
3040,衔尾蛇普攻,1,0,100,3065|3066,0|3,,BT_pistol,,,,,,,,,,,,,,,,,,,,,,,,
3041,计量官切近战表现,changemode,0,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3042,梦想家后跳,jump,1,100,386,61,,Agent_SKILL1_JP_0,0,,,,,,,778,26,,,,,,,,,,,,,,,
3043,衔尾蛇召唤,,,,3068,0,,,,,,,,,,,,,,,,,,,,,,,,,,
3044,精英破坏者SP攻击,101,0,100,655|656|655|656|655|656|3069,65|65|68|68|71|71|70,,,,,,,,,,,,,,,,,,,,,,,,,,
3045,破坏者额外榴弹,sspattack,0,100,3073,29,,,,,,,,,,,,,,,,,,,,,,,,,,
3046,计量官近战2,newatk2,0,100,3067|3093,15|13,,BT_Whiteboss_Atk,15,,,,,,,777,14,,,,,,,,,,,,,,,
3047,计量官随机,,,,3076,0,,,,,,,,,,,,,,,,,,,,,,,,,,
3048,恶毒绽放,102,0,100,408|435|471|472|473|474|475|476|477|478|479|3085,0|36|66|120|123|126|129|132|135|138|141|66,,BT_BOSS_skill|BT_boss6_skill_1,0|66,3(WeaverElite;꽃피는 지옥;MISSILE SALVO;KNITTER)|7(redshine),21|15,30|10,0,1,75,,,,,,,,,,,,,,,,,
3049,RO技能普攻,1,0,100,2|21|138|8|8|8,0|0|0|9|4|7 ,,,,,,,,,,,,,,,,,,,,,,,,,,
3050,梦想家激光,101,0,100,526|527,42|69,,,,6(Dreamer/梦想家SP攻击控制器:6),43,90,,,,201|202|203,5|18|133,,,,,,,,,,,,,,,
3051,衔尾蛇SP攻击,101,0,100,3089|3090|3091|3092,45|47|49|51,,,,,,,,,,,,,,,,,,,,,,,,,,
3052,衔尾蛇召唤物特殊攻击,101,0,100,3091,45,,,,,,,,,,,,,,,,,,,,,,,,,,
3053,安洁-前跳,jump,0,100,3098,0,,,,,,,,,,,,,,,,,,,,,,,,,,
3054,安洁-亡,dead,0,100,3236,40,,Skill_fail,0,,,,,,,,,,,,,,,,,,,,,,,
3056,安洁-上跳,jump,0,100,3100,0,,,,,,,,,,,,,,,,,,,,,,,,,,
3057,安洁-下跳,jump,0,100,3101,0,,,,,,,,,,,,,,,,,,,,,,,,,,
3058,安洁困难初始化,,,,3102|3099,0|0,,,,,,,,,,,,,,,,,,,,-41-specoalbattletips,2,,,,,
3059,安洁-大跳,jump,0,100,,,,Skill_jump_high|Skill_land,0|32,,,,,,,,,,,,,,,,,,,,,,,
3060,安洁-小跳,jump2,0,100,,,,Skill_jump_normal|Skill_land,0|20,,,,,,,,,,,,,,,,,,,,,,,
3061,安洁普通初始化,,,,3102|3155,0|0,,,,,,,,,,,,,,,,,,,,-41-specoalbattletips,2,,,,,
3062,安洁噩梦初始化,,,,3189|3102,0|0,,,,,,,,,,,,,,,,,,,,-41-specoalbattletips,2,,,,,
3063,耶格尔乱射准备,attack|attack|attack|attack|attack|attack,0|15|30,200|200|200,2861|2862|2861|2862|2861|2862|2879,2|9|17|24|32|39|0,,,,,,,,,,,,,,,,,,,,,,,,,,
3064,焚烧者燃烧弹,sp3,10,100,3237,0,,BT_firebomb_woosh,55,,,,,,,,,,,,,,,,,,,,,,,
3065,煤气罐,,,,3241,0,,,,,,,,,,,,,,,,,,,,,,,,,,
3066,煤气罐跟随,,,,,,,,,,,,,,,780,0,,,,,,,,,,,,,,,
3067,煤气罐炸了,sp2,0,100,3242|3245,0|0,,,,,,,,,,,,,,,,,,,,,,,,,,
3068,焚烧者喷火,move|move|sp1,0|18|36,100|100|100,3243|3244,58|58,,,,,,,,,,818,0,,,,,,,,,,,,,,,
3069,机枪普攻,1,0,100,3247|3246|3249|3249|3248|3248|3248|3248|3246|3246|3246|3246|3246,0|0|0|5|2|4|6|8|2|4|6|8,,,,,,,,,,,,,,,,,,,,,,,,,,
3070,vector开场3掩体,sp2,0,100,3250|3251|3252,60|60|60,,,,,,,,,,,,,,,,,,,,,,,,,,
3071,掩体开场展开,,,,3267,0,,,,,,,,,,,,,,,,,,,,,,,,,,
3072,放掩体,sp2,0,100,3253,60,,,,,,,,,,,,,,,,,,,,,,,,,,
3073,vector燃烧弹,sp1,10,100,3254,0,,BT_firebomb_woosh,55,,,,,,,,,,,,,,,,,,,,,,,
3074,冲锋枪普攻,1,0,100,3263|3265|3262|3264|3264|3264,0|0|0|9|4|7 ,,,,,,,,,,,,,,,,,,,,,,,,,,
3075,燃烧弹,skill,0,100,13,40,,BT_firebomb_woosh,35,1,0,1,,,,,,,,,,,,,,,,,,,,
3076,vectorenemy普攻,1,0,100,2|35|3268|8|8|8,0|0|0|9|4|7 ,,,,,,,,,,,,,,,,,,,,,,,,,,
3077,g36羁绊,,,,3276|3269,0|0,,,,1|12,0|0,1|30,,,,,,,,,,,,,,,,,,,,
3078,春田羁绊,,,,3277,0,,,,,,,,,,,,,,,,,,,,,,,,,,
3079,vsk皮肤攻击,1|1,0|5,100|100,3271|21|139|3273|21|139|3272|3274,0|0|0|5|5|5|2|7,,,,,,,,,,,,,,,,,,,,,,,,,,
3080,4式步枪被动,attack2,0,100,2317|21|139|2325|3275,0|0|0|0|0,,,,,,,,,,,,,,,,,,,,,,,,,,
3081,hs20001,,,,3278,0,,,,1,0,1,,,,,,756,0,,,,,,,,,,,,,
3082,hs20002,,,,3278,0,,,,1,0,1,,,,,,757,0,,,,,,,,,,,,,
3083,hs20003,,,,3278,0,,,,1,0,1,,,,,,758,0,,,,,,,,,,,,,
3084,hs20004,,,,3278,0,,,,1,0,1,,,,,,759,0,,,,,,,,,,,,,
3085,hs20005,,,,3278,0,,,,1,0,1,,,,,,760,0,,,,,,,,,,,,,
3086,hs20006,,,,3278,0,,,,1,0,1,,,,,,708,0,,,,,,,,,,,,,
3087,hs20007,,,,3278,0,,,,1,0,1,,,,,,709,0,,,,,,,,,,,,,
3088,hs20008,,,,3278,0,,,,1,0,1,,,,,,710,0,,,,,,,,,,,,,
3089,hs20009,,,,3278,0,,,,1,0,1,,,,,,711,0,,,,,,,,,,,,,
3090,hs20010,,,,3278,0,,,,1,0,1,,,,,,712,0,,,,,,,,,,,,,
3091,汉阳造身前攻击,spattack2,0,100,2377|3280|139|139|3281|3281|3281|3281|3280|3280|3280|3280|3280,8|0|0|5|2|4|6|8|2|4|6|8,,88typeCQBMG|88typeCQBMG|88typeCQBMG,0|2|4,,,,,,,,,,,,,,,,,,,,,,,
3092,爆裂射击,1,0,100,30|3282,0|0,,,,1,0,1,,,,,,,,,,,,,,,,,,,,
3093,TKP408统计,,,,3283,0,,,,,,,,,,,,,,,,,,,,,,,,,,
3094,mg4改造攻击,1,0,100,3290|21|139|139|3313|3313|3313|3313|21|21|21|21|21,0|0|0|5|2|4|6|8|2|4|6,,,,,,,,,,,,,,,,,,,,,,,,,,
3095,马卡洛夫影响格,,,,3293|3294,0|0,,,,,,,,,,,,,,,,,,,,,,,,,,
3096,XM3技能普攻,1,0,100,3295|21|139,0|0|0,,,,,,,,,,,,,,,,,,,,,,,,,,
3097,铁血芯片支援,,,,3296,0,,,,,,,,,,,,,,,,,,,,,,,,,,
3098,铁血芯片召唤物,,,,,,,,,,,,,,,,,1527,0,,,,,,,,,,,,,
3099,换弹,3,0,100,3297,0,,,,,,,,,,,,,,,,,,,,,,,,,,
3100,马卡洛夫命中找人,,,,3298|3304,0|0,,,,,,,,,,,,,,,,,,,,,,,,,,
3101,马卡洛夫回避找人,,,,3299|3305,0|0,,,,,,,,,,,,,,,,,,,,,,,,,,
3102,mg4弹射1-1,,,,3302,0,,,,,,,,,,,,,,,,,,,,,,,,,,
3103,mg4弹射2,,,,3303,0,,,,,,,,,,,,,,,,,,,,,,,,,,
3104,mg4弹射3,,,,3307,0,,,,,,,,,,,,,,,,,,,,,,,,,,
3105,mg4弹射1-2,,,,3302|3308,0|0,,,,,,,,,,,,,,,,,,,,,,,,,,
3106,mg4弹射1-3,,,,3302|3308|3308,0|0|0,,,,,,,,,,,,,,,,,,,,,,,,,,
3107,mg4弹射1-4,,,,3302|3308|3308|3308,0|0|0|0,,,,,,,,,,,,,,,,,,,,,,,,,,
3108,mg4弹射1-5,,,,3302|3308|3308|3308|3308,0|0|0|0|0,,,,,,,,,,,,,,,,,,,,,,,,,,
3109,mg4弹射2-2,,,,3303|3309,0|0,,,,,,,,,,,,,,,,,,,,,,,,,,
3110,mg4弹射2-3,,,,3303|3309|3309,0|0|0,,,,,,,,,,,,,,,,,,,,,,,,,,
3111,mg4弹射2-4,,,,3303|3309|3309|3309,0|0|0|0,,,,,,,,,,,,,,,,,,,,,,,,,,
3112,mg4弹射2-5,,,,3303|3309|3309|3309|3309,0|0|0|0|0,,,,,,,,,,,,,,,,,,,,,,,,,,
3113,mg4弹射3-2,,,,3307|3310,0|0,,,,,,,,,,,,,,,,,,,,,,,,,,
3114,mg4弹射3-3,,,,3307|3310|3310,0|0|0,,,,,,,,,,,,,,,,,,,,,,,,,,
3115,mg4弹射3-4,,,,3307|3310|3310|3310,0|0|0|0,,,,,,,,,,,,,,,,,,,,,,,,,,
3116,mg4弹射3-5,,,,3307|3310|3310|3310|3310,0|0|0|0|0,,,,,,,,,,,,,,,,,,,,,,,,,,
3117,mg4改造攻击,1,0,100,3312|21|139|139|9|9|9|9|21|21|21|21|21,0|0|0|5|2|4|6|8|2|4|6,,,,,,,,,,,,,,,,,,,,,,,,,,
3118,小邪神飞踢,s,0,100,3315|331501|331502|331504|3403,0|45|0|48|34,,,,1,0,1,,,,850|851|847|848|849,13|26|39|44|52,,,,,,,,,,,,,,,
3119,小邪神飞踢·普,attack,0,100,3314|3402,26|25,,XXS_common_kick,8,,,,,,,842|843|844|845|846,8|13|21|23|31,,,,,,,,,,,,,,,
3120,百合铃,s,0,100,3316|3406|3407,35|0|30,,,,1,0,1,,,,,,,,,,,,,,,,,,,,
3121,美杜莎普攻,attack2,0,100,3317|3319|3319,0|0|4,,Medusa_Atk,0,,,,,,,,,,,,,,,,,,,,,,,
3122,佩克拉判定概率,,,,3360,0,,,,,,,,,,,,,,,,,,,,,,,,,,
3123,佩克拉攻击·天使之环,attack2,0,150,3359|3389|3390,10|6|8,,,,,,,,,,,,,,,,,,,,,,,,,,
3124,夹心酱煮饭界面,,,,3326,0,,,,,,,,,,,,,,,,,,,,,,,,,,
3125,百合铃随机,,,,3352,0,,,,,,,,,,,,,,,,,,,,,,,,,,
3126,百合铃铁处女,1,0,100,5|21|139|139|3356|9|3377|9|21|21|21|21|21|335601,0|0|0|5|2|4|6|8|2|4|6|8|0,,,,,,,,,,,,,,,,,,,,,,,,,,
3127,百合铃电锯,1,0,100,5|21|139|139|3357|9|9|9|21|21|21|21|21,0|0|0|5|2|4|6|8|2|4|6|8,,,,,,,,,,,,,,,,,,,,,,,,,,
3128,美杜莎石化,s,0,100,3358|3409,0|13,,,,1,0,1,,,,,,,,,,,,,,,,,,,,
3129,米诺斯判断,,,,3361,0,,,,1,0,1,,,,,,,,,,,,,,,,,,,,
3130,米诺斯冲1,s,0,100,3378|3414|3415,36|15|39,,Minos_Skill,15,,,,,,,838|839|840|841,15|32|38|56,,,,,,,,,,,,,,,
3131,米诺斯晕,s,0,100,,,,,,,,,,,,838|839|840|841,15|32|38|56,,,,,,,,,,,,,,,
3132,米诺斯换弹[*],3,0,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3133,米诺斯普攻[*],1,0,100,3365|3366,0|0,,Minos_Atk_Hit,0,,,,,,,,,,,,,,,,,,,,,,,
3134,天使光环丢失,fall,0,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3135,默认wait,wait,0,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3136,佩克拉攻击·天使之环,attack2,0,150,3359|3401|3390,10|6|8,,,,,,,,,,,,,,,,,,,,,,,,,,
3138,输出最低伤害,,,,3421,0,,,,,,,,,,,,,,,,,,,,,,,,,,
3139,燃烧伤害,,,,3422,0,,,,,,,,,,,,,,,,,,,,,,,,,,
3140,加buff,,,,3424,0,,,,,,,,,,,,,,,,,,,,,,,,,,
3141,前排召唤物,,,,,,,,,,,,,,,,,1555,0,,,,,,,,,,,,,
3142,战区靶机,,,,,,,,,,,,,,,,,1556,0,,,,,,,,,,,,,
3143,战区随机敌人,,,,3425,0,,,,,,,,,,,,,,,,,,,,,,,,,,
3144,每隔15秒对我方输出最低的单位造成999点伤害,,,,,,,,,,,,,,,,,1558,0,,,,,,,,,,,,,
3145,每隔10秒随机弱化一个人形单位，大幅降低该人形属性（伤害，射速，命中，回避，护甲）50%,,,,,,,,,,,,,,,,,1559,0,,,,,,,,,,,,,
3146,每隔6秒时间向敌人血量最高单位投掷燃烧物,,,,,,,,,,,,,,,,,1560,0,,,,,,,,,,,,,
3147,每隔10秒召唤1组5编，每编1000血的靶机,,,,,,,,,,,,,,,,,1561,0,,,,,,,,,,,,,
3148,每隔6秒在我方随机位置生成1组敌人,,,,,,,,,,,,,,,,,1562,0,,,,,,,,,,,,,
3149,夹心酱煮饭1,,,,,,,,,,,,,,,,,,,,,,,,,-46-MN-T1,0,,,,,
3150,夹心酱煮饭3,,,,,,,,,,,,,,,,,,,,,,,,,-46-MN-T2,0,,,,,
3151,夹心酱煮饭ex,,,,,,,,,,,,,,,,,,,,,,,,,-46-MN-T3,0,,,,,
3152,SP 9减伤,0,-1,100,3426,0,,,,1,0,1,,,,,,,,,,,,,,,,,,,,
3153,FARA开场,,,,3429,0,,,,,,,,,,,,,,,,,,,,,,,,,,
3154,その笑顔が見たくて,,,,344015|344040|344041|344042|344043|344045|344046|344047|344048|344051|344052|344053|344054|344055|344073|344074|344075|344076|344077|344078|344079|344080|344081|344162|344163|345001|345002|344192,0|0|0|0|0|0|0|0|0|0|30|60|0|0|0|0|0|0|0|0|0|0|0|0|0|0|90|0|0,,GF_Halloween_Wind_loop,285,,,,,,,,,,,,,,,,,,,,,,,
3155,今日も僕は生きてます,,,,344032|344039|344044|344240,60|0|0|0,,21Summer_Light_Ball,0,,,,,,,,,,,,,,,,,,,,,,,
3156,夏活boss召唤lv1,attack,0,100,3456,0,,,,,,,,,,,,,,,,,,,,,,,,,,
3157,夏活boss召唤lv2,attack,0,100,3456|3457,0|0,,,,,,,,,,,,,,,,,,,,,,,,,,
3158,夏活boss召唤lv3,attack,0,100,3456|3457|3459,0|0|0,,,,,,,,,,,,,,,,,,,,,,,,,,
3159,夏活boss召唤lv4,attack,0,100,3456|3457|3458|3459,0|0|0|0,,,,,,,,,,,,,,,,,,,,,,,,,,
3160,布拉梅德-链接,s,0,100,3461|3463,0|0,,,,,,,,,,,,,,,,,,,,,,,,,,
3161,布拉梅德自损,,,,3441,0,,,,,,,,,,,,,,,,,,,,,,,,,,
3162,布拉梅德控制,s2,75,100,3442,0,,,,,,,,,,,,,,,,,,,,,,,,,,
3163,布拉梅德大招,s3|s3loop,0|45,100|100,4062|4063|3462,0|21|0,,BT_BOSS_skill,31,3(Bramede;피안화의 춤;피안화의 춤;Bramede)|7(redshine)|7(redshine),20|0|10,1|10|10,0,0,30,,,1586,44,,,,,,,,,,,,,
3164,布拉梅德sendmessage,,,,3455,0,,,,,,,,,,,,,,,,,,,,,,,,,,
3165,大招伤害,,,,3460,0,,,,,,,,,,,,,,,,,,,,,,,,,,
3166,保险熔断,,,,3464,0,,,,,,,,,,,,,,,,,,,,,,,,,,
3167,该自损了,,,,3465,0,,,,,,,,,,,,,,,,,,,,,,,,,,
3168,布拉梅德HG反馈[*],,,,3466,0,,,,,,,,,,,,,,,,,,,,,,,,,,
3169,布拉梅德SMG反馈[*],,,,3467,0,,,,,,,,,,,,,,,,,,,,,,,,,,
3170,布拉梅德RF反馈[*],,,,3468,0,,,,,,,,,,,,,,,,,,,,,,,,,,
3171,布拉梅德AR反馈[*],,,,3469,0,,,,,,,,,,,,,,,,,,,,,,,,,,
3172,布拉梅德MG反馈[*],,,,3470,0,,,,,,,,,,,,,,,,,,,,,,,,,,
3173,布拉梅德SG反馈[*],,,,3471,0,,,,,,,,,,,,,,,,,,,,,,,,,,
3174,链接反馈,,,,3483,0,,,,,,,,,,,,,,,,,,,,,,,,,,
3175,まけない,spmove2|spmove2|spmove2|down|downloop|downloop|downend,0|40|80|120|180|259|338,100|100|100|100|100|100|100,,,,,,,,,,,,852,0|182|261,,,,,,,,,,,,,,,
3176,敌人sendmessage,,,,344049|238,0|2,,21Summer_EN_Impact,0,,,,,,,,,,,,,,,,,,,,,,,
3177,真·damage,damaged,0,100,344050,0,,21Summer_Player_Hurt,0,,,,,,,,,,,,,,,,,,,,,,,
3178,,move2|move2|move2|move2,0|60|120|180,100|100|100|100,,,,,,,,,,,,854|855,0|90,,,,,,,,,,,,,,,
3179,,move2,0,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3180,ぜつぼう1,,,,344056,0,,,,,,,,,,,,,,,,,,,,,,,,,,
3181,ぜつぼう2,,,,344057,0,,,,,,,,,,,,,,,,,,,,,,,,,,
3182,ぜつぼう3,,,,344058,0,,,,,,,,,,,,,,,,,,,,,,,,,,
3183,ぜつぼう4,,,,344059,0,,,,,,,,,,,,,,,,,,,,,,,,,,
3184,ぜつぼう现れる1,,,,344060|344118,0|20,,,,,,,,,,,,,,,,,,,,,,,,,,
3185,ぜつぼう现れる2,,,,344061|344118,0|20,,,,,,,,,,,,,,,,,,,,,,,,,,
3186,ぜつぼう现れる3,,,,344062|344118,0|20,,,,,,,,,,,,,,,,,,,,,,,,,,
3187,ぜつぼう现れる4,,,,344063|344118,0|20,,,,,,,,,,,,,,,,,,,,,,,,,,
3188,ぜつぼう…..,,,,344064,0,,,,,,,,,,,,,,,,,,,,,,,,,,
3189,random,,,,344068,0,,,,,,,,,,,,,,,,,,,,,,,,,,
3190,gamestart,gamestart|wait|spmove|spmove|spmove|flash2|wait|spmove|spmove|spmove|spmove,0|140|180|220|260|301|342|380|420|460|500,100|100|100|100|100|100|100|100|100|100|100,344164|344165|344166|344167|344168|344169|344170|344171|344172|344173|344174|344175|344176|344177|344178|344179|344180|344181|344182|344183|344184|344185|344186|344187|344188|344189|344190|344191,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0,,GF_Halloween_Wind_loop|21Summer_Player_Move|21Summer_Player_Move|21Summer_Player_Move|21Summer_Player_Move|21Summer_Player_Move|21Summer_Player_Move,258|182|200|218|236|254|272,,,,,,,,,,,,,21summerminigame2|21summerminigame1,1000|100,0|285,0|1,,,,,,,
3191,,wait2,0,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3192,,,,,344032,60|0|0,,,,,,,,,,,,,,,,,,,,,,,,,,
3193,ぜつぼうstart2,,,,344119|344156|344157|344158|344159|344160|344161,0|0|0|0|0|0|0,,GF_Halloween_Femal_Cry_loop,,,,,,,,,,,,,,,,,,,,,,,,
3194,,,,,345003|345004|345005|345006|345006|345006|345006,0|45|90|0|30|60|90,,,,,,,,,,,,,,,,,,,,,,,,,,
3195,ぜつぼうstart32,,,,344195|344232|344233|344234|344235|344236|344237,0|0|0|0|0|0|0,,,,,,,,,,,,,,,,,,,,,,,,,,
3196,animate,flash2|spmove2|spmove2|spmove2|spmove2|down|downloop|downloop|downend,20|61|101|141|181|221|281|360|439|481,100|100|100|100|100|100|100|100|100|100,344238,761,,21Summer_Player_Fall|GF_Halloween_Femal_Cry_loop,231|0,,,,,,,856|861|856|861|856|861|856|862|857|863|857,64|94|104|134|144|174|184|214|281|360,,,,,21summerminigame2,100,0,1,,,,,,,
