identity,type,count,user_exp,mp,ammo,mre,part,core,gem,gun_id,item_ids,equip_ids,furniture,gift,title,content,type_sort,sort,icon_code,prize_id,mission_id,condition,commander_title,unlock_function
956,number_of_game,50,500,500,500,500,200,0,0,0,508-750,,,,achievement-10000956,achievement-20000956,17,285,游戏次数,0,,,achievement-30000956,26
957,number_of_game,100,1000,1000,1000,1000,300,0,0,0,508-1000,,9712,,achievement-10000957,achievement-20000957,17,285,游戏次数,0,,,achievement-30000957,26
958,number_of_game,250,2000,2000,2000,2000,600,0,0,0,508-1500,,,,achievement-10000958,achievement-20000958,17,285,游戏次数,0,,,achievement-30000958,26
959,number_of_game,500,3000,3000,3000,3000,1000,0,0,0,508-2000,,,,achievement-10000959,achievement-20000959,17,285,游戏次数,0,,,achievement-30000959,26
960,number_of_game,1000,4000,4000,4000,4000,1300,0,0,0,508-2500,,,,achievement-10000960,achievement-20000960,17,285,游戏次数,0,,,achievement-30000960,26
961,number_of_game,2000,5000,5000,5000,5000,1600,0,0,0,508-3000,,,,achievement-10000961,achievement-20000961,17,285,游戏次数,0,,,achievement-30000961,26
962,number_of_wingame,1,30,30,30,30,10,0,0,0,508-50,,9702,,achievement-10000962,achievement-20000962,17,286,前两名,0,,,achievement-30000962,26
963,number_of_wingame,5,60,60,60,60,20,0,0,0,508-150,,,,achievement-10000963,achievement-20000963,17,286,前两名,0,,,achievement-30000963,26
964,number_of_wingame,10,100,100,100,100,30,0,0,0,508-250,,9704,,achievement-10000964,achievement-20000964,17,286,前两名,0,,,achievement-30000964,26
965,number_of_wingame,25,200,200,200,200,60,0,0,0,508-500,,,,achievement-10000965,achievement-20000965,17,286,前两名,0,,,achievement-30000965,26
966,number_of_wingame,50,500,500,500,500,200,0,0,0,508-750,,9713,,achievement-10000966,achievement-20000966,17,286,前两名,0,,,achievement-30000966,26
967,number_of_wingame,100,1000,1000,1000,1000,300,0,0,0,508-1000,,,,achievement-10000967,achievement-20000967,17,286,前两名,0,,,achievement-30000967,26
968,number_of_wingame,250,2000,2000,2000,2000,600,0,0,0,508-1500,,,,achievement-10000968,achievement-20000968,17,286,前两名,0,,,achievement-30000968,26
969,number_of_wingame,500,3000,3000,3000,3000,1000,0,0,0,508-2000,,,,achievement-10000969,achievement-20000969,17,286,前两名,0,,,achievement-30000969,26
970,number_of_wingame,750,4000,4000,4000,4000,1300,0,0,0,508-2500,,,,achievement-10000970,achievement-20000970,17,286,前两名,0,,,achievement-30000970,26
971,number_of_wingame,1000,5000,5000,5000,5000,1600,0,0,0,508-3000,,,,achievement-10000971,achievement-20000971,17,286,前两名,0,,,achievement-30000971,26
972,number_of_losegame,1,30,30,30,30,10,0,0,0,508-50,,,,achievement-10000972,achievement-20000972,17,287,34名,0,,,achievement-30000972,26
973,number_of_losegame,5,60,60,60,60,20,0,0,0,508-150,,,,achievement-10000973,achievement-20000973,17,287,34名,0,,,achievement-30000973,26
974,number_of_losegame,10,100,100,100,100,30,0,0,0,508-250,,,,achievement-10000974,achievement-20000974,17,287,34名,0,,,achievement-30000974,26
975,number_of_losegame,25,200,200,200,200,60,0,0,0,508-500,,,,achievement-10000975,achievement-20000975,17,287,34名,0,,,achievement-30000975,26
976,number_of_losegame,50,500,500,500,500,200,0,0,0,508-750,,,,achievement-10000976,achievement-20000976,17,287,34名,0,,,achievement-30000976,26
977,number_of_losegame,100,1000,1000,1000,1000,300,0,0,0,508-1000,,,,achievement-10000977,achievement-20000977,17,287,34名,0,,,achievement-30000977,26
978,number_of_losegame,250,2000,2000,2000,2000,600,0,0,0,508-1500,,,,achievement-10000978,achievement-20000978,17,287,34名,0,,,achievement-30000978,26
979,number_of_losegame,500,3000,3000,3000,3000,1000,0,0,0,508-2000,,,,achievement-10000979,achievement-20000979,17,287,34名,0,,,achievement-30000979,26
980,number_of_losegame,750,4000,4000,4000,4000,1300,0,0,0,508-2500,,,,achievement-10000980,achievement-20000980,17,287,34名,0,,,achievement-30000980,26
981,number_of_losegame,1000,5000,5000,5000,5000,1600,0,0,0,508-3000,,,,achievement-10000981,achievement-20000981,17,287,34名,0,,,achievement-30000981,26
982,chess_num_circle,1,30,30,30,30,10,0,0,0,508-50,,,,achievement-10000982,achievement-20000982,17,288,跑圈,0,,,achievement-30000982,26
983,chess_num_circle,5,60,60,60,60,20,0,0,0,508-150,,9706,,achievement-10000983,achievement-20000983,17,288,跑圈,0,,,achievement-30000983,26
984,chess_num_circle,10,100,100,100,100,30,0,0,0,508-250,,,,achievement-10000984,achievement-20000984,17,288,跑圈,0,,,achievement-30000984,26
985,chess_num_circle,25,200,200,200,200,60,0,0,0,508-500,,9710,,achievement-10000985,achievement-20000985,17,288,跑圈,0,,,achievement-30000985,26
986,chess_num_circle,50,500,500,500,500,200,0,0,0,508-750,,,,achievement-10000986,achievement-20000986,17,288,跑圈,0,,,achievement-30000986,26
987,chess_num_circle,100,1000,1000,1000,1000,300,0,0,0,508-1000,,9703,,achievement-10000987,achievement-20000987,17,288,跑圈,0,,,achievement-30000987,26
988,chess_num_circle,250,2000,2000,2000,2000,600,0,0,0,508-1500,,,,achievement-10000988,achievement-20000988,17,288,跑圈,0,,,achievement-30000988,26
989,chess_num_circle,500,3000,3000,3000,3000,1000,0,0,0,508-2000,,,,achievement-10000989,achievement-20000989,17,288,跑圈,0,,,achievement-30000989,26
990,chess_num_circle,1000,4000,4000,4000,4000,1300,0,0,0,508-2500,,,,achievement-10000990,achievement-20000990,17,288,跑圈,0,,,achievement-30000990,26
991,chess_num_circle,2000,5000,5000,5000,5000,1600,0,0,0,508-3000,,,,achievement-10000991,achievement-20000991,17,288,跑圈,0,,,achievement-30000991,26
992,chess_num_kill,1,30,30,30,30,10,0,0,0,508-50,,,,achievement-10000992,achievement-20000992,17,289,击杀,0,,,achievement-30000992,26
993,chess_num_kill,10,60,60,60,60,20,0,0,0,508-150,,9707,,achievement-10000993,achievement-20000993,17,289,击杀,0,,,achievement-30000993,26
994,chess_num_kill,25,100,100,100,100,30,0,0,0,508-250,,,,achievement-10000994,achievement-20000994,17,289,击杀,0,,,achievement-30000994,26
995,chess_num_kill,50,200,200,200,200,60,0,0,0,508-500,,9711,,achievement-10000995,achievement-20000995,17,289,击杀,0,,,achievement-30000995,26
996,chess_num_kill,100,500,500,500,500,200,0,0,0,508-750,,,,achievement-10000996,achievement-20000996,17,289,击杀,0,,,achievement-30000996,26
997,chess_num_kill,250,1000,1000,1000,1000,300,0,0,0,508-1000,,9708,,achievement-10000997,achievement-20000997,17,289,击杀,0,,,achievement-30000997,26
998,chess_num_kill,500,2000,2000,2000,2000,600,0,0,0,508-1500,,,,achievement-10000998,achievement-20000998,17,289,击杀,0,,,achievement-30000998,26
999,chess_num_kill,1000,3000,3000,3000,3000,1000,0,0,0,508-2000,,,,achievement-10000999,achievement-20000999,17,289,击杀,0,,,achievement-30000999,26
1000,chess_num_kill,2500,4000,4000,4000,4000,1300,0,0,0,508-2500,,,,achievement-10001000,achievement-20001000,17,289,击杀,0,,,achievement-30001000,26
1001,chess_num_kill,5000,5000,5000,5000,5000,1600,0,0,0,508-3000,,,,achievement-10001001,achievement-20001001,17,289,击杀,0,,,achievement-30001001,26
1002,c_mission_win_type,1,1000,1000,1000,1000,1000,5,0,0,,,,,achievement-10001002,achievement-20001002,100,290,一口都不能少,0,,10774:1077403,achievement-30001002,0
1003,c_mission_win_type,1,1000,1000,1000,1000,1000,5,0,0,,,,,achievement-10001003,achievement-20001003,100,291,让刨冰飞,0,,10772:1077203|10777:1077203,achievement-30001003,0
1004,c_mission_win_type,1,1000,1000,1000,1000,1000,5,0,0,,,,,achievement-10001004,achievement-20001004,100,292,墨菲斯的迷梦,0,,10827:1082702,achievement-30001004,0
1005,c_mission_win_type,1,1000,1000,1000,1000,1000,5,0,0,,,,,achievement-10001005,achievement-20001005,100,293,极限运算,0,,10823:1082302,achievement-30001005,0
1006,c_no_skip_activity,1,1000,1000,1000,1000,1000,5,0,0,,,,,achievement-10001006,achievement-20001006,100,294,就是这个人,0,,10904,achievement-30001006,0
1007,c_appoint_battle,1,1000,1000,1000,1000,1000,5,0,0,,,,,achievement-10001007,achievement-20001007,100,295,狼群归来,0,,6510016:6511202-2|6510016:6512202-2|6510016:6513202-2,achievement-30001007,0
1008,c_mission_win_type,1,1000,1000,1000,1000,1000,5,0,0,,,,,achievement-10001008,achievement-20001008,100,296,破碎的完整,0,,11015:1101503,achievement-30001008,0
1009,c_no_skip_activity,1,1000,1000,1000,1000,1000,5,0,0,,,,,achievement-10001009,achievement-20001009,100,297,就是这个人,0,,11082,achievement-30001009,0
1010,special_develop_fairy,1,0,0,0,0,0,0,0,0,,,,,achievement-10001010,achievement-20001010,9,298,妖精重型制造,872,,,achievement-30001010,1
1011,special_develop_fairy,10,60,60,60,60,20,3,0,0,2-1,,,,achievement-10001011,achievement-20001011,9,298,妖精重型制造,0,,,achievement-30001011,1
1012,special_develop_fairy,20,100,100,100,100,30,3,0,0,2-3,,,,achievement-10001012,achievement-20001012,9,298,妖精重型制造,0,,,achievement-30001012,1
1013,special_develop_fairy,50,200,200,200,200,60,5,0,0,2-3,,,,achievement-10001013,achievement-20001013,9,298,妖精重型制造,0,,,achievement-30001013,1
1014,special_develop_fairy,100,500,500,500,500,200,5,0,0,2-5,,,,achievement-10001014,achievement-20001014,9,298,妖精重型制造,0,,,achievement-30001014,1
1015,special_develop_fairy,200,1000,1000,1000,1000,300,10,0,0,2-5,,,,achievement-10001015,achievement-20001015,9,298,妖精重型制造,0,,,achievement-30001015,1
1016,special_develop_fairy,500,2000,2000,2000,2000,600,10,0,0,2-10,,,,achievement-10001016,achievement-20001016,9,298,妖精重型制造,0,,,achievement-30001016,1
1017,special_develop_fairy,1000,3000,3000,3000,3000,1000,15,0,0,2-10,,,,achievement-10001017,achievement-20001017,9,298,妖精重型制造,0,,,achievement-30001017,1
1018,special_develop_fairy,2000,4000,4000,4000,4000,1300,15,0,0,2-15,,,,achievement-10001018,achievement-20001018,9,298,妖精重型制造,0,,,achievement-30001018,1
1019,special_develop_fairy,5000,5000,5000,5000,5000,1600,20,0,0,2-15,,,,achievement-10001019,achievement-20001019,9,298,妖精重型制造,0,,,achievement-30001019,1
1030,c_mission_win_type,1,1000,1000,1000,1000,1000,5,0,0,,,,,achievement-10001030,achievement-20001030,100,300,玛姬的钥匙,0,,11138:1113899,achievement-30001030,0
1031,c_mission_win_type,1,1000,1000,1000,1000,1000,5,0,0,,,,,achievement-10001031,achievement-20001031,100,301,机芯中的宇宙,0,,11147:1115701|11152:1115701|11157:1115701,achievement-30001031,0
1032,c_no_skip_activity,1,1000,1000,1000,1000,1000,5,0,0,,,,,achievement-10001032,achievement-20001032,100,302,就是这个人,0,,11209,achievement-30001032,0
1041,map_capture,1,30,30,30,30,10,0,0,0,,,,,achievement-10001041,achievement-20001041,1,303,日常_占领格子数,0,,,achievement-30001041,0
1042,map_capture,10,60,60,60,60,20,0,0,0,,,,,achievement-10001042,achievement-20001042,1,303,日常_占领格子数,0,,,achievement-30001042,0
1043,map_capture,40,100,100,100,100,30,0,0,0,,,,,achievement-10001043,achievement-20001043,1,303,日常_占领格子数,0,,,achievement-30001043,0
1044,map_capture,100,200,200,200,200,60,0,0,0,,,,,achievement-10001044,achievement-20001044,1,303,日常_占领格子数,0,,,achievement-30001044,0
1045,map_capture,200,500,500,500,500,200,0,0,0,,,,,achievement-10001045,achievement-20001045,1,303,日常_占领格子数,0,,,achievement-30001045,0
1046,map_capture,500,1000,1000,1000,1000,300,0,0,0,,,,,achievement-10001046,achievement-20001046,1,303,日常_占领格子数,0,,,achievement-30001046,0
1047,map_capture,1000,2000,2000,2000,2000,600,0,0,0,,,,,achievement-10001047,achievement-20001047,1,303,日常_占领格子数,0,,,achievement-30001047,0
1048,map_capture,2000,3000,3000,3000,3000,1000,0,0,0,,,,,achievement-10001048,achievement-20001048,1,303,日常_占领格子数,0,,,achievement-30001048,0
1049,map_capture,5000,4000,4000,4000,4000,1300,0,0,0,,,,,achievement-10001049,achievement-20001049,1,303,日常_占领格子数,0,,,achievement-30001049,0
1050,map_capture,10000,5000,5000,5000,5000,1600,0,0,0,,,,,achievement-10001050,achievement-20001050,1,303,日常_占领格子数,0,,,achievement-30001050,0
1051,daily_encounter,1,30,30,30,30,10,0,0,0,,,,,achievement-10001051,achievement-20001051,13,304,日常_非战斗类,0,,,achievement-30001051,0
1052,daily_encounter,10,60,60,60,60,20,0,0,0,,,,,achievement-10001052,achievement-20001052,13,304,日常_非战斗类,0,,,achievement-30001052,0
1053,daily_encounter,20,100,100,100,100,30,0,0,0,,,,,achievement-10001053,achievement-20001053,13,304,日常_非战斗类,0,,,achievement-30001053,0
1054,daily_encounter,50,200,200,200,200,60,0,0,0,,,,,achievement-10001054,achievement-20001054,13,304,日常_非战斗类,0,,,achievement-30001054,0
1055,daily_encounter,100,500,500,500,500,200,0,0,0,,,,,achievement-10001055,achievement-20001055,13,304,日常_非战斗类,0,,,achievement-30001055,0
1056,daily_encounter,200,1000,1000,1000,1000,300,0,0,0,,,,,achievement-10001056,achievement-20001056,13,304,日常_非战斗类,0,,,achievement-30001056,0
1057,daily_encounter,500,2000,2000,2000,2000,600,0,0,0,,,,,achievement-10001057,achievement-20001057,13,304,日常_非战斗类,0,,,achievement-30001057,0
1058,daily_encounter,1000,3000,3000,3000,3000,1000,0,0,0,,,,,achievement-10001058,achievement-20001058,13,304,日常_非战斗类,0,,,achievement-30001058,0
1059,daily_encounter,2000,4000,4000,4000,4000,1300,0,0,0,,,,,achievement-10001059,achievement-20001059,13,304,日常_非战斗类,0,,,achievement-30001059,0
1060,daily_encounter,5000,5000,5000,5000,5000,1600,0,0,0,,,,,achievement-10001060,achievement-20001060,13,304,日常_非战斗类,0,,,achievement-30001060,0
1061,daily_game_bonus,1,30,30,30,30,10,0,0,0,,,,,achievement-10001061,achievement-20001061,1,305,日常_彩蛋,0,,,achievement-30001061,0
1062,daily_game_bonus,2,60,60,60,60,20,0,0,0,,,,,achievement-10001062,achievement-20001062,1,305,日常_彩蛋,0,,,achievement-30001062,0
1063,daily_game_bonus,5,100,100,100,100,30,0,0,0,,,,,achievement-10001063,achievement-20001063,1,305,日常_彩蛋,0,,,achievement-30001063,0
1064,daily_game_bonus,10,200,200,200,200,60,0,0,0,,,,,achievement-10001064,achievement-20001064,1,305,日常_彩蛋,0,,,achievement-30001064,0
1065,daily_game_bonus,20,500,500,500,500,200,0,0,0,,,,,achievement-10001065,achievement-20001065,1,305,日常_彩蛋,0,,,achievement-30001065,0
1066,daily_game_bonus,50,1000,1000,1000,1000,300,0,0,0,,,,,achievement-10001066,achievement-20001066,1,305,日常_彩蛋,0,,,achievement-30001066,0
1067,daily_game_bonus,100,2000,2000,2000,2000,600,0,0,0,,,,,achievement-10001067,achievement-20001067,1,305,日常_彩蛋,0,,,achievement-30001067,0
1068,daily_game_bonus,200,3000,3000,3000,3000,1000,0,0,0,,,,,achievement-10001068,achievement-20001068,1,305,日常_彩蛋,0,,,achievement-30001068,0
1069,daily_game_bonus,500,4000,4000,4000,4000,1300,0,0,0,,,,,achievement-10001069,achievement-20001069,1,305,日常_彩蛋,0,,,achievement-30001069,0
1070,daily_game_bonus,1000,5000,5000,5000,5000,1600,0,0,0,,,,,achievement-10001070,achievement-20001070,1,305,日常_彩蛋,0,,,achievement-30001070,0
1071,c_mission_win_type,1,1000,1000,1000,1000,1000,5,0,0,,,,,achievement-10001071,achievement-20001071,100,306,无处落脚,0,,11382:1138202,achievement-30001071,0
1072,c_mission_win_type,1,1000,1000,1000,1000,1000,5,0,0,,,,,achievement-10001072,achievement-20001072,100,307,与死神击掌,0,,11355:1135502|11384:1138402,achievement-30001072,0
1073,c_no_skip_activity,1,1000,1000,1000,1000,1000,5,0,0,,,,,achievement-10001073,achievement-20001073,100,308,谷底回声,0,,11418,achievement-30001073,0
1074,squad_get_chip,1,30,0,0,0,0,0,0,0,14-10,,,,achievement-10001074,achievement-20001074,13,245,芯片,0,,,achievement-30001074,15
1075,squad_get_chip,10,60,0,0,0,0,0,0,0,14-20,,,,achievement-10001075,achievement-20001075,13,245,芯片,0,,,achievement-30001075,15
1076,squad_get_chip,20,100,0,0,0,0,0,0,0,14-40,,,,achievement-10001076,achievement-20001076,13,245,芯片,0,,,achievement-30001076,15
1077,squad_get_chip,30,200,0,0,0,0,0,0,0,14-60,,,,achievement-10001077,achievement-20001077,13,245,芯片,0,,,achievement-30001077,15
1078,squad_get_chip,50,500,0,0,0,0,0,0,0,14-80,,,,achievement-10001078,achievement-20001078,13,245,芯片,0,,,achievement-30001078,15
1079,squad_get_chip,70,1000,0,0,0,0,0,0,0,14-100,,,,achievement-10001079,achievement-20001079,13,245,芯片,0,,,achievement-30001079,15
1080,squad_get_chip,100,2000,0,0,0,0,0,0,0,14-150,,,,achievement-10001080,achievement-20001080,13,245,芯片,0,,,achievement-30001080,15
1081,squad_get_chip,150,3000,0,0,0,0,0,0,0,14-200,,,,achievement-10001081,achievement-20001081,13,245,芯片,0,,,achievement-30001081,15
1082,squad_get_chip,200,4000,0,0,0,0,0,0,0,14-250,,,,achievement-10001082,achievement-20001082,13,245,芯片,0,,,achievement-30001082,15
1083,squad_get_chip,300,5000,0,0,0,0,0,0,0,14-300,,,,achievement-10001083,achievement-20001083,13,245,芯片,0,,,achievement-30001083,15
1084,squad_eat_chip_num,1,30,0,0,0,0,0,0,0,14-10,,,,achievement-10001084,achievement-20001084,14,270,芯片,0,,,achievement-30001084,15
1085,squad_eat_chip_num,10,60,0,0,0,0,0,0,0,14-20,,,,achievement-10001085,achievement-20001085,14,270,芯片,0,,,achievement-30001085,15
1086,squad_eat_chip_num,20,100,0,0,0,0,0,0,0,14-40,,,,achievement-10001086,achievement-20001086,14,270,芯片,0,,,achievement-30001086,15
1087,squad_eat_chip_num,30,200,0,0,0,0,0,0,0,14-60,,,,achievement-10001087,achievement-20001087,14,270,芯片,0,,,achievement-30001087,15
1088,squad_eat_chip_num,50,500,0,0,0,0,0,0,0,14-80,,,,achievement-10001088,achievement-20001088,14,270,芯片,0,,,achievement-30001088,15
1089,squad_eat_chip_num,70,1000,0,0,0,0,0,0,0,14-100,,,,achievement-10001089,achievement-20001089,14,270,芯片,0,,,achievement-30001089,15
1090,squad_eat_chip_num,100,2000,0,0,0,0,0,0,0,14-150,,,,achievement-10001090,achievement-20001090,14,270,芯片,0,,,achievement-30001090,15
1091,squad_eat_chip_num,150,3000,0,0,0,0,0,0,0,14-200,,,,achievement-10001091,achievement-20001091,14,270,芯片,0,,,achievement-30001091,15
1092,squad_eat_chip_num,200,4000,0,0,0,0,0,0,0,14-250,,,,achievement-10001092,achievement-20001092,14,270,芯片,0,,,achievement-30001092,15
1093,squad_eat_chip_num,300,5000,0,0,0,0,0,0,0,14-300,,,,achievement-10001093,achievement-20001093,14,270,芯片,0,,,achievement-30001093,15
1094,different_vehicle,1,500,500,500,500,500,0,0,0,57-1000|1800005-1,,,,achievement-10001094,achievement-20001094,13,309,解锁不同载具图鉴,0,,,achievement-30001094,30
1095,different_vehicle,2,1000,1000,1000,1000,1000,0,0,0,,,,,achievement-10001095,achievement-20001095,13,309,解锁不同载具图鉴,0,,,achievement-30001095,30
1096,different_vehicle,3,1500,1500,1500,1500,1500,0,0,0,,,,,achievement-10001096,achievement-20001096,13,309,解锁不同载具图鉴,0,,,achievement-30001096,30
1097,different_vehicle,4,2000,2000,2000,2000,2000,0,0,0,,,,,achievement-10001097,achievement-20001097,13,309,解锁不同载具图鉴,0,,,achievement-30001097,30
1098,different_vehicle,5,2500,2500,2500,2500,2500,0,0,0,,,,,achievement-10001098,achievement-20001098,13,309,解锁不同载具图鉴,0,,,achievement-30001098,30
1099,different_vehicle,6,3000,3000,3000,3000,3000,0,0,0,,,,,achievement-10001099,achievement-20001099,13,309,解锁不同载具图鉴,0,,,achievement-30001099,30
1100,different_vehicle,7,3500,3500,3500,3500,3500,0,0,0,,,,,achievement-10001100,achievement-20001100,13,309,解锁不同载具图鉴,0,,,achievement-30001100,30
1101,different_vehicle,8,4000,4000,4000,4000,4000,0,0,0,,,,,achievement-10001101,achievement-20001101,13,309,解锁不同载具图鉴,0,,,achievement-30001101,30
1102,different_vehicle,9,4500,4500,4500,4500,4500,0,0,0,,,,,achievement-10001102,achievement-20001102,13,309,解锁不同载具图鉴,0,,,achievement-30001102,30
1103,different_vehicle,10,5000,5000,5000,5000,5000,0,0,0,,,,,achievement-10001103,achievement-20001103,13,309,解锁不同载具图鉴,0,,,achievement-30001103,30
1104,get_vehicle_component_rank5,1,30,30,30,30,30,0,0,0,,,,,achievement-10001104,achievement-20001104,13,310,累计获取5星载具组件,0,,,achievement-30001104,30
1105,get_vehicle_component_rank5,5,60,60,60,60,60,0,0,0,,,,,achievement-10001105,achievement-20001105,13,310,累计获取5星载具组件,0,,,achievement-30001105,30
1106,get_vehicle_component_rank5,10,100,100,100,100,100,0,0,0,,,,,achievement-10001106,achievement-20001106,13,310,累计获取5星载具组件,0,,,achievement-30001106,30
1107,get_vehicle_component_rank5,50,200,200,200,200,200,0,0,0,,,,,achievement-10001107,achievement-20001107,13,310,累计获取5星载具组件,0,,,achievement-30001107,30
1108,get_vehicle_component_rank5,100,500,500,500,500,500,0,0,0,,,,,achievement-10001108,achievement-20001108,13,310,累计获取5星载具组件,0,,,achievement-30001108,30
1109,get_vehicle_component_rank5,500,1000,1000,1000,1000,1000,0,0,0,133032-1|133033-1|133035-1|133036-1|133064-1|133065-1,,,,achievement-10001109,achievement-20001109,13,310,累计获取5星载具组件,0,,,achievement-30001109,30
1110,get_vehicle_component_rank5,1000,2000,2000,2000,2000,2000,0,0,0,,,,,achievement-10001110,achievement-20001110,13,310,累计获取5星载具组件,0,,,achievement-30001110,30
1111,get_vehicle_component_rank5,2000,3000,3000,3000,3000,3000,0,0,0,,,,,achievement-10001111,achievement-20001111,13,310,累计获取5星载具组件,0,,,achievement-30001111,30
1112,get_vehicle_component_rank5,5000,4000,4000,4000,4000,4000,0,0,0,,,,,achievement-10001112,achievement-20001112,13,310,累计获取5星载具组件,0,,,achievement-30001112,30
1113,get_vehicle_component_rank5,10000,5000,5000,5000,5000,5000,0,0,0,,,,,achievement-10001113,achievement-20001113,13,310,累计获取5星载具组件,0,,,achievement-30001113,30
1114,get_vehicle_component_type0,1,30,30,30,30,30,0,0,0,,,,,achievement-10001114,achievement-20001114,13,311,累计获取通用武器,0,,,achievement-30001114,30
1115,get_vehicle_component_type0,5,60,60,60,60,60,0,0,0,,,,,achievement-10001115,achievement-20001115,13,311,累计获取通用武器,0,,,achievement-30001115,30
1116,get_vehicle_component_type0,10,100,100,100,100,100,0,0,0,,,,,achievement-10001116,achievement-20001116,13,311,累计获取通用武器,0,,,achievement-30001116,30
1117,get_vehicle_component_type0,50,200,200,200,200,200,0,0,0,,,,,achievement-10001117,achievement-20001117,13,311,累计获取通用武器,0,,,achievement-30001117,30
1118,get_vehicle_component_type0,100,500,500,500,500,500,0,0,0,,,,,achievement-10001118,achievement-20001118,13,311,累计获取通用武器,0,,,achievement-30001118,30
1119,get_vehicle_component_type0,500,1000,1000,1000,1000,1000,0,0,0,,,,,achievement-10001119,achievement-20001119,13,311,累计获取通用武器,0,,,achievement-30001119,30
1120,get_vehicle_component_type0,1000,2000,2000,2000,2000,2000,0,0,0,,,,,achievement-10001120,achievement-20001120,13,311,累计获取通用武器,0,,,achievement-30001120,30
1121,get_vehicle_component_type0,2000,3000,3000,3000,3000,3000,0,0,0,,,,,achievement-10001121,achievement-20001121,13,311,累计获取通用武器,0,,,achievement-30001121,30
1122,get_vehicle_component_type0,5000,4000,4000,4000,4000,4000,0,0,0,,,,,achievement-10001122,achievement-20001122,13,311,累计获取通用武器,0,,,achievement-30001122,30
1123,get_vehicle_component_type0,10000,5000,5000,5000,5000,5000,0,0,0,,,,,achievement-10001123,achievement-20001123,13,311,累计获取通用武器,0,,,achievement-30001123,30
1124,get_vehicle_component_type1,1,30,30,30,30,30,0,0,0,,,,,achievement-10001124,achievement-20001124,13,312,累计获取重武器,0,,,achievement-30001124,30
1125,get_vehicle_component_type1,5,60,60,60,60,60,0,0,0,,,,,achievement-10001125,achievement-20001125,13,312,累计获取重武器,0,,,achievement-30001125,30
1126,get_vehicle_component_type1,10,100,100,100,100,100,0,0,0,,,,,achievement-10001126,achievement-20001126,13,312,累计获取重武器,0,,,achievement-30001126,30
1127,get_vehicle_component_type1,50,200,200,200,200,200,0,0,0,,,,,achievement-10001127,achievement-20001127,13,312,累计获取重武器,0,,,achievement-30001127,30
1128,get_vehicle_component_type1,100,500,500,500,500,500,0,0,0,,,,,achievement-10001128,achievement-20001128,13,312,累计获取重武器,0,,,achievement-30001128,30
1129,get_vehicle_component_type1,500,1000,1000,1000,1000,1000,0,0,0,,,,,achievement-10001129,achievement-20001129,13,312,累计获取重武器,0,,,achievement-30001129,30
1130,get_vehicle_component_type1,1000,2000,2000,2000,2000,2000,0,0,0,,,,,achievement-10001130,achievement-20001130,13,312,累计获取重武器,0,,,achievement-30001130,30
1131,get_vehicle_component_type1,2000,3000,3000,3000,3000,3000,0,0,0,,,,,achievement-10001131,achievement-20001131,13,312,累计获取重武器,0,,,achievement-30001131,30
1132,get_vehicle_component_type1,5000,4000,4000,4000,4000,4000,0,0,0,,,,,achievement-10001132,achievement-20001132,13,312,累计获取重武器,0,,,achievement-30001132,30
1133,get_vehicle_component_type1,10000,5000,5000,5000,5000,5000,0,0,0,,,,,achievement-10001133,achievement-20001133,13,312,累计获取重武器,0,,,achievement-30001133,30
1134,get_vehicle_component_type2,1,30,30,30,30,30,0,0,0,,,,,achievement-10001134,achievement-20001134,13,313,累计获取轻武器,0,,,achievement-30001134,30
1135,get_vehicle_component_type2,5,60,60,60,60,60,0,0,0,,,,,achievement-10001135,achievement-20001135,13,313,累计获取轻武器,0,,,achievement-30001135,30
1136,get_vehicle_component_type2,10,100,100,100,100,100,0,0,0,,,,,achievement-10001136,achievement-20001136,13,313,累计获取轻武器,0,,,achievement-30001136,30
1137,get_vehicle_component_type2,50,200,200,200,200,200,0,0,0,,,,,achievement-10001137,achievement-20001137,13,313,累计获取轻武器,0,,,achievement-30001137,30
1138,get_vehicle_component_type2,100,500,500,500,500,500,0,0,0,,,,,achievement-10001138,achievement-20001138,13,313,累计获取轻武器,0,,,achievement-30001138,30
1139,get_vehicle_component_type2,500,1000,1000,1000,1000,1000,0,0,0,,,,,achievement-10001139,achievement-20001139,13,313,累计获取轻武器,0,,,achievement-30001139,30
1140,get_vehicle_component_type2,1000,2000,2000,2000,2000,2000,0,0,0,,,,,achievement-10001140,achievement-20001140,13,313,累计获取轻武器,0,,,achievement-30001140,30
1141,get_vehicle_component_type2,2000,3000,3000,3000,3000,3000,0,0,0,,,,,achievement-10001141,achievement-20001141,13,313,累计获取轻武器,0,,,achievement-30001141,30
1142,get_vehicle_component_type2,5000,4000,4000,4000,4000,4000,0,0,0,,,,,achievement-10001142,achievement-20001142,13,313,累计获取轻武器,0,,,achievement-30001142,30
1143,get_vehicle_component_type2,10000,5000,5000,5000,5000,5000,0,0,0,,,,,achievement-10001143,achievement-20001143,13,313,累计获取轻武器,0,,,achievement-30001143,30
1144,get_vehicle_component_type3,1,30,30,30,30,30,0,0,0,,,,,achievement-10001144,achievement-20001144,13,314,累计获取功能组件,0,,,achievement-30001144,30
1145,get_vehicle_component_type3,5,60,60,60,60,60,0,0,0,,,,,achievement-10001145,achievement-20001145,13,314,累计获取功能组件,0,,,achievement-30001145,30
1146,get_vehicle_component_type3,10,100,100,100,100,100,0,0,0,,,,,achievement-10001146,achievement-20001146,13,314,累计获取功能组件,0,,,achievement-30001146,30
